https://www.allmovie.com/movie/the-revenant-v597171, The Revenant, Action Drama, Adventure Drama, Dec 25 2015, 15, USA, R, 10,  Brief Nudity Gore Profanity Rape & Sexual Abuse Violence, Alejandro G. Iñárritu, Anonymous Content New Regency RatPac Entertainment, 20th Century Fox, Tough Guys, Out For Revenge | Survival in the Wilderness | When Animals Attack | White People Among Indians, , High Artistic Quality, In 1820s America frontiersman and fur trapper Hugh Glass (Leonardo DiCaprio) and his teenage son Hawk (Forrest Goodluck) join a pelt-gathering expedition. However their party are attacked by Arikara Native Americans who kill a number of the men. Glass then tries to lead the remainder of the group to safety charting a new path to a U.S. fort. Unfortunately he is soon mauled by a grizzly bear while hunting for food and is horribly wounded. He is left in the care of roughneck John Fitzgerald (Tom Hardy) and the young and inexperienced Jim Bridger (Will Poulter) while Hawk watches on in horror. Fitzgerald betrays him and leaves him buried alive in a shallow grave but Glass nurses himself back to health and sets out to seek revenge. Alejandro González Iñárritu directed this pulse-pounding epic., , The Edge | All Is Lost | Rescue Dawn | Birdman | Babel | Life of Pi
https://www.allmovie.com/movie/carol-v622878, Carol, Drama, Feminist Film Gay & Lesbian Films Period Film Romantic Drama, Nov 20 2015, 11, UK USA, R, 9,  Nudity Profanity Sexual Situations, Todd Haynes, , The Weinstein Company, Estrogen Shot | Triumph of the Spirit, Breakups and Divorces | Crumbling Marriages | Forbidden Love | Infidelity | Sexual Awakening, , , In this adaptation of the novel The Price of Salt by Patricia Highsmith Therese (Rooney Mara) a young department-store clerk in 1950s Manhattan meets Carol (Cate Blanchett) a beautiful older woman stuck in a depressing marriage of convenience. As their bond deepens and they become romantically involved Carol finds the strength to leave her husband (Kyle Chandler). Unfortunately her spouse starts to raise questions about her fitness as a mother when he realizes that Carol's relationships with her best friend Abby (Sarah Paulson) and Therese are more than just friendships. Directed by Todd Haynes., , Desert Hearts | Personal Best | Far From Heaven | The Children's Hour | An Officer and a Gentleman | The Deep Blue Sea
https://www.allmovie.com/movie/spotlight-v573277, Spotlight, Drama, Docudrama Political Drama, Nov 6 2015, 12, USA, R, 9,  Profanity, Tom McCarthy, Anonymous Content, Open Road Films, Button Pushers | Food for Thought, Conspiracies | Fighting the System | Members of the Clergy | Members of the Press | Scandals and Cover-Ups | Whistleblowers, cover-up journalism Catholicism child-molestation church newspaper, High Artistic Quality, Under the direction of new editor Marty Baron (Liev Schreiber) the Boston Globe's elite investigative team known as Spotlight is tasked with delving into decades' worth of child-abuse claims against the Catholic Church. Led by Walter "Robby" Robinson (Michael Keaton) the journalists begin to uncover a massive scandal involving sexual abuse and the willful ignorance perpetrated by the Church within the city of Boston. Facing political opposition and resistance from the far-reaching influence of the Church the reporters put together an explosive exposé on a corrupt system. Directed by Tom McCarthy and based on the true events of the 2002 investigation by the Globe the star-studded Spotlight also features Rachel McAdams Mark Ruffalo John Slattery Billy Crudup and Stanley Tucci., , All the President's Men | Good Night and Good Luck. | Erin Brockovich | The Insider | State of Play | Shattered Glass
https://www.allmovie.com/movie/ex-machina-v603443, Ex Machina, Science Fiction Thriller, Psychological Sci-Fi Psychological Thriller, Apr 10 2015, 10, UK USA, R, 9,  Nudity Profanity Sexual Situations Violence, Alex Garland, , A24, Fantastic Reality | Head Trips, Mind Games | Robots and Androids | Technology Run Amok, android CEO (Chief Executive Officer) computer-programmer consciousness, High Artistic Quality, The reclusive CEO of a hi-tech company (Oscar Isaac) recruits a brilliant young computer programmer (Domhnall Gleeson) to evaluate his latest invention -- a highly advanced android named Ava (Alicia Vikander) which is supplied with the most advanced Artificial Intelligence ever conceived. Meanwhile despite their intelligence and formidable reputations the two men fail to realize just how easily they can be manipulated by a machine that's as beautiful as it is brilliant., , A.I.: Artificial Intelligence | 2001: A Space Odyssey | Automata | Sunshine | I Robot | Arrival
https://www.allmovie.com/movie/trumbo-v629138, Trumbo, Drama, Biopic [feature] Political Drama, Nov 6 2015, 12, USA, R, 9,  Profanity Smoking, Jay Roach, Groundswell Productions ShivHans Pictures, Bleecker Street, For Love of Country | Triumph of the Spirit, Conspiracies | Fighting the System, blacklist committee McCarthyism political-persecution screenwriter, High Production Values, A tense yet inspiring biopic of blacklisted screenwriter Dalton Trumbo (Bryan Cranston) who earned the wrath of anti-Communist forces when he refused to testify before the House Un-American Activities Committee., , The Hurricane | Capote | Hail Caesar! | Trumbo | Genius | Spartacus
https://www.allmovie.com/movie/bridge-of-spies-v627417, Bridge of Spies, Drama Historical Film Thriller, Political Thriller POW Drama War Drama War Spy Film, Oct 16 2015, 14, USA, PG13, 8,  Profanity Violence, Steven Spielberg, 20th Century Fox DreamWorks Pictures Participant Media, Disney, For Love of Country | Only Human, Behind Enemy Lines | Behind the Iron Curtain | Fighting the System | Heroic Mission | Hostage Situations | Military Life | Totalitarian States | Traitorous Spies/Double Agents, hostage lawyer negotiation Soviet trading world-war, High Artistic Quality, In this historical drama set during the Cold War a Brooklyn attorney (Tom Hanks) is tasked with negotiating a prisoner exchange between an American pilot who was shot down over the USSR and a Soviet spy serving a 45-year sentence for espionage against the U.S. Bridge of Spies was directed by Steven Spielberg and written by Matt Charman and Joel and Ethan Coen., , Spy Game | The Monuments Men | The Falcon and the Snowman | Lincoln | Gone With the Wind | Beirut
https://www.allmovie.com/movie/inside-out-v547721, Inside Out, Children's/Family, Family-Oriented Adventure Fantasy Comedy Odd Couple Film, Jun 19 2015, 9, USA, PG, 9,  Excellent For Children, Pete Docter, Disney*Pixar, Disney/PIXAR Walt Disney Pictures, Pick-Me-Ups | Young and Old Alike, Daring Rescues | Heroic Mission | New Kid in Town | Race Against Time | Showing Feelings [k] | Unlikely Friendships, emotion imaginary-friend joy memory new-kid-in-town brain mind, , Emotions run wild in the mind of a little girl who is uprooted from her peaceful life in the Midwest and forced to move to San Francisco in this Pixar adventure from director Pete Docter (Up Monsters Inc.). Young Riley was perfectly content with her life when her father landed a new job in San Francisco and the family moved across the country. Now as Riley prepares to navigate a new city and attend a new school her emotional headquarters becomes a hot bed of activity. As Joy (voice of Amy Poehler) attempts to keep Riley feeling happy and positive about the move other emotions like Fear (voice of Bill Hader) Anger (voice of Lewis Black) Disgust (voice of Mindy Kaling) and Sadness (Phyllis Smith) make the transition a bit more complicated., , Toy Story | Finding Nemo | The Incredibles | Up | Toy Story 3 | Despicable Me
https://www.allmovie.com/movie/the-big-short-v596340, The Big Short, Drama, Docudrama, Dec 18 2015, 13, USA, R, 8,  Nudity Profanity Sexual Situations, Adam McKay, Plan B, Paramount Pictures Regency Enterprises, Food for Thought, Fighting the System | Rise and Fall Stories | Social Injustice, bank con/scam deception finances mortgage real-estate, High Historical Importance, This adaptation of Michael Lewis' nonfiction book The Big Short explores the 2008 financial crisis through the lens of four unorthodox moneymen who foresaw the consequences of the fraudulent mortgage-lending practices of large banks on Wall Street. Christian Bale plays Michael Burry a former hedge-fund manager who was one of the first to forecast the collapse of the credit bubble due to excessive subprime lending. Steve Carell is Mark Baum (based on the real-life Steve Eisman) a money manager who rose to fame after successfully betting against subprime mortgages. Directed by Adam McKay. Brad Pitt Ryan Gosling and Marisa Tomei co-star., , The Firm | The Queen of Versailles | Margin Call | Up in the Air | Other People's Money | Boiler Room
https://www.allmovie.com/movie/mad-max-fury-road-v503766, Mad Max: Fury Road, Action, Action Thriller Road Movie, May 15 2015, 12, Australia USA, R, 9,  Violence, George Miller, , Warner Bros., Adrenaline Rush, Car Racing | Daring Rescues | Future Barbarians | Lone Wolves | Misfits and Outsiders | Mutants | One Against the Mob | Post-Apocalypse, Australia chase crash desert escape post-apocalypse, High Production Values, In this long-awaited reboot of the landmark series that helped define the postapocalyptic genre loner Max (Tom Hardy) joins forces with the mysterious Imperator Furiosa (Charlize Theron) and a group of warrior women as they flee from an evil despot across a sun-parched wasteland., , Jupiter Ascending | Evil Dead 2: Dead by Dawn | The Evil Dead | Land of Doom | Mad Max Beyond Thunderdome | District B13
https://www.allmovie.com/movie/beasts-of-no-nation-v626176, Beasts of No Nation, Drama War, Combat Films War Drama, Oct 16 2015, 13, USA, , 8,  Violence War Violence, Cary Joji Fukunaga, Red Crown Productions, Netflix, Uncomfortable Viewing, Crimes Against Humanity | Mercenaries | Military Life | Refugees, African child father mercenary soldier, Low Production Values, In an African country decimated by a civil war the young Agu (Abraham Attah) lives with his family in a quiet village protected by government forces. As the rebel army approaches Agu is left behind with his father and brother to join the village's men in mounting a resistance to the rebels. Quickly overtaken by the ruthless soldiers Agu watches as the remainder of family is butchered. He escapes into the jungle alone but is shortly captured by a band of child soldiers under the direction of a charismatic and imposing Commandant (Idris Elba). The Commandant takes Agu under his wing and breeds him to become a fearless child soldier as the brutal war rages on. Cary Fukunaga directs this grueling unfiltered war drama., , Johnny Mad Dog | Sin Nombre | The Take | Sergeant York | The Hurt Locker | Sands of Iwo Jima
