https://www.allmovie.com/movie/talk-to-her-v267541, Talk to Her, Drama, Melodrama Romantic Drama Medical Drama, Nov 22 2002, 11, Spain, R, 10,  Adult Language Nudity Sexual Situations, Pedro Almodóvar, Deseo, Sony Pictures Classics, A Good Cry, Unrequited Love | Starting Over | Self-Destructive Romance, friendship accident bullfighter coma hospital nurse woman, High Artistic Quality, Pedro Almodóvar follows his international success All About My Mother with an offbeat drama that explores the friendship of two men brought together under unusual but strangely similar circumstances. Benigno (Javier Camára) is a male nurse whose apartment overlooks a dance studio run by Katerina (Geraldine Chaplin); he often sits on his balcony and watches one of Katerina's students Alicia (Leonor Watling) and he finds himself becoming infatuated with her. When Alicia is severely injured in an auto accident that leaves her in a coma Benigno discovers she has been admitted to the hospital where he works and he spends his days caring for a woman he now deeply loves but has barely met. Marco (Darío Grandinetti) is a journalist who was assigned to interview Lydia (Rosario Flores) a well-known female bullfighter whose on-the-rocks romance with another toreador "El Niño de Valencia" (Adolfo Fernández) has made her the focus of the tabloid press. During Marco's interview with Lydia he goes out of his way to treat her kindly and she appears to return his attention. During the bullfight which follows Lydia is gored by the bull and is now in a coma; Marco is certain his interview broke her steely concentration and he spends most of his days at the hospital convinced her injuries are his fault. Alicia and Lydia are both housed in the same ward of the same hospital and in time Benigno and Marco become close friends bonding in their shared devotion to women who cannot return their affection., , The Sea Inside | Volver | Hair | Broken Embraces | Women on the Verge of a Nervous Breakdown | Sex and Lucia
https://www.allmovie.com/movie/the-lord-of-the-rings-the-two-towers-v271070, The Lord of the Rings: The Two Towers, Fantasy Epic, Fantasy Adventure Sword-and-Sorcery, Dec 12 2003, 17, New Zealand USA, PG13, 9,  Violence Watch With Your Kids, Peter Jackson, WingNut Films, New Line Cinema, Other Dimensions, Heroic Mission | Fantasy Lands | Race Against Time | Wizards and Magicians, elf fantasy-world mission [quest] quest talisman wizard attack king star-crossed-lovers, High Artistic Quality High Budget High Production Values, The second film in Peter Jackson's series of screen adaptations of J.R.R. Tolkien's internationally popular Lord of The Rings trilogy The Lord of the Rings: The Two Towers literally begins where The Lord of the Rings: The Fellowship of the Ring ended with the Fellowship splitting into three groups as they seek to return the Ring to Mordor the forbidding land where the powerful talisman must be taken to be destroyed. Frodo (Elijah Wood) who carries the Ring and his fellow Hobbit Sam (Sean Astin) are lost in the hills of Emyn Muil when they encounter Gollum (Andy Serkis) a strange creature who once carried the Ring and was twisted by its power. Gollum volunteers to guide the pair to Mordor; Frodo agrees but Sam does not trust their new acquaintance. Elsewhere Merry (Dominic Monaghan) and Pippin (Billy Boyd) are attempting to navigate Fangorn Forrest where they discover a most unusual nemesis -- Treebeard (voice of John Rhys-Davies) a walking and talking tree-shepherd who doesn't much care for Hobbits. Finally Aragorn (Viggo Mortensen) Gimli (John Rhys-Davies) and Legolas (Orlando Bloom) arrive in Rohan to discover that the evil powers of Saruman (Christopher Lee) have robbed King Theoden (Bernard Hill) of his rule. The King's niece Éowyn (Miranda Otto) believes Aragorn and his men have the strength to defeat Saruman his henchman Wormtongue (Brad Dourif) and their minions. Éowyn soon becomes infatuated with Aragorn while he struggles to stay faithful to the pledge of love he made to Arwen (Liv Tyler). Gandalf (Ian McKellen) offers his help and encouragement as the Rohans under Aragorn's leadership attempt to face down Saruman's armies but they soon discover how great the task before them truly is when they learn that his troops consist of 10000 bloodthirsty creatures specially bred to fight to the death. Most of The Lord of the Rings: The Two Towers was shot in tandem with The Lord of the Rings: The Fellowship of the Ring and The Lord of the Rings: The Return of the King during a marathon 18-month shooting schedule overseen by Peter Jackson., , The Golden Compass | Excalibur | Merlin | The Lord of the Rings: The Return of the King | The Lord of the Rings | J.R.R. Tolkien: The Master of the Rings
https://www.allmovie.com/movie/hero-v267633, Hero, Historical Film Epic, Martial Arts Historical Epic, Aug 27 2004, 9, China Hong Kong, PG13, 9,  Not For Children Sexual Situations Suitable for Teens Violence, Zhang Yimou, Beijing New Picture Film Company Edko Films Elite Films, Miramax, Eyepoppers, Assassination Plots | Heroic Mission | Crowned Heads | Love Triangles, assassination martial-arts Chinese [nationality] emperor love rebel swordsman, High Artistic Quality, Hero is two-time Academy Award nominee Zhang Yimou's directorial attempt at exploring the concept of a Chinese hero. During the peak of their Warring States period China was divided into seven kingdoms all fighting for supremacy. Most determined to dominate China was the kingdom of Qin whose king (Chen Daoming) was wholly obsessed with becoming the first emperor of China. Though he was an assassination target for many none of his would-be killers inspired as much fear as the legendary assassins Broken Sword (Tony Leung) Flying Snow (Maggie Cheung) and Sky (Donnie Yen). In hopes of thwarting his death the king has promised endless wealth and power to anyone who defeats his would-be murderers. No results come until ten years later when a man called Nameless (Jet Li) brings the weapons of the three assassins to the Qin king's palace. Nameless claims to be an expert swordsman who had defeated Sky and destroyed the famed duo of Flying Snow and Broken Sword by using their love for one another against them. Once Nameless comes face to face with the king however it looks as if the situation is more complicated than he had thought. Also featured in Hero is actress Zhang Ziyi (The Road Home Crouching Tiger Hiden Dragon) as Broken Sword's devoted servant Moon., , House of Flying Daggers | Crouching Tiger Hidden Dragon | Ashes of Time | Shaolin | The Emperor and the Assassin | Curse of the Golden Flower
https://www.allmovie.com/movie/the-pianist-v264212, The Pianist, Drama, War Drama, , 14, France Germany Poland UK, R, 9,  Adult Language Adult Situations Not For Children Violence Watch With Your Teen, Roman Polanski, Canal + Heritage Films R.P. Productions Runteam Ltd. Studio Babelsberg, Focus Features, In a Minor Key, Crimes Against Humanity, escape Holocaust Nazi occupation [military] pianist, High Artistic Quality, Filmmaker Roman Polanski who as a boy growing up in Poland watched while the Nazis devastated his country during World War II directed this downbeat drama based on the true story of a privileged musician who spent five years struggling against the Nazi occupation of Warsaw. Wladyslaw Szpilman (Adrien Brody) is a gifted classical pianist born to a wealthy Jewish family in Poland. The Szpilmans have a large and comfortable flat in Warsaw which Wladyslaw shares with his mother and father (Maureen Lipman and Frank Finlay) his sisters Halina and Regina (Jessica Kate Meyer and Julia Rayner) and his brother Henryk (Ed Stoppard). While Wladyslaw and his family are aware of the looming presence of German forces and Hitler's designs on Poland they're convinced that the Nazis are a menace which will pass and that England and France will step forward to aid Poland in the event of a real crisis. Wladyslaw's naïveté is shattered when a German bomb rips through a radio studio while he performs a recital for broadcast. During the early stages of the Nazi occupation as a respected artist he still imagines himself above the danger using his pull to obtain employment papers for his father and landing a supposedly safe job playing piano in a restaurant. But as the German grip tightens upon Poland Wladyslaw and his family are selected for deportation to a Nazi concentration camp. Refusing to face a certain death Wladyslaw goes into hiding in a comfortable apartment provided by a friend. However when his benefactor goes missing Wladyslaw is left to fend for himself and he spends the next several years dashing from one abandoned home to another desperate to avoid capture by German occupation troops. The Pianist was based on the memoir of the same name by the real-life Wladyslaw Szpilman; the book was first published in 1946 as Death of a City but was banned by Polish Communist officials and went out of print until 1998 when a new edition was issued as The Pianist., , The Book Thief | In Darkness | Free Men | Max Manus | Battle of Warsaw 1920 | Europa Europa
https://www.allmovie.com/movie/chicago-v272628, Chicago, Musical, Musical Drama Prison Film, Dec 27 2002, 11, USA, PG13, 9,  Adult Language Adult Situations Mild Violence Questionable for Children Sexual Situations, Rob Marshall, Producer Circle Co., Miramax, Eyepoppers, Crimes of Passion | Women in Prison | Big Break | Femmes Fatales | Lawyers | Scandals and Cover-Ups | Members of the Press, chorus-girl murder-trial media-circus publicity rival scandal women's-prison, High Production Values, A starry-eyed would-be star discovers just how far the notion that "there's no such thing as bad publicity" can go in this screen adaptation of the hit Broadway musical Chicago originally directed and choreographed by Bob Fosse. In the mid-'20s Roxie Hart (Renee Zellweger) is a small-time chorus dancer married to a well-meaning dunderhead named Amos (John C. Reilly). Roxie is having an affair on the side with Fred Casley (Dominic West) a smooth talker who insists he can make her a star. However Fred strings Roxie along a bit too far for his own good and when she realizes that his promises are empty she becomes enraged and murders Fred in cold blood. Roxie soon finds herself behind bars alongside Velma Kelly (Catherine Zeta-Jones) a sexy vaudeville star who used to perform with her sister until Velma discovered that her sister had been sleeping with her husband. Velma shot them both dead and after scheming prison matron "Mama" Morton hooks Velma up with hotshot lawyer Billy Flynn (Richard Gere) Velma becomes the new Queen of the scandal sheets. Roxie is just shrewd enough to realize that her poor fortune could also bring her fame so she convinces Amos to also hire Flynn. Soon Flynn is splashing Roxie's story -- or more accurately a highly melodramatic revision of Roxie's story -- all over the gutter press and Roxy and Velma are soon battling neck-to-neck over who can win greater fame through the headlines. A project that had been moving from studio to studio since the musical opened on Broadway in 1973 Chicago also features guest appearances by Lucy Liu and Christine Baranski., , Burlesque | Rock of Ages | Moulin Rouge! | Sparkle | Nine | Idlewild
https://www.allmovie.com/movie/far-from-heaven-v267273, Far From Heaven, Drama, Melodrama Period Film Marriage Drama, Nov 8 2002, 10, USA, PG13, 9,  Adult Language Adult Situations Mild Violence Not For Children Sexual Situations, Todd Haynes, Clear Blue Sky Films Focus Features John Wells Productions Killer Films Section Eight TF1 Films Vulcan Productions, FocusFilm, A Good Cry, Crumbling Marriages | Race Relations | Class Differences | Suburban Dysfunction | Questioning Sexuality | Infidelity, bigotry community homosexual prejudice racism social-classes social-outcast suburbs, High Artistic Quality High Production Values, Maverick director Todd Haynes embraces the look and feel of classic Hollywood melodramas of the 1950s in this period drama. Cathy Whitaker (Julianne Moore) and her husband Frank (Dennis Quaid) are a seemingly perfect couple; living in a handsome suburban neighborhood in Hartford CT in 1957 Cathy and Frank have a beautiful home and two happy healthy children while Frank pursues a successful career in sales and Cathy cares for the home. But Cathy has begun to sense something isn't quite right in her marriage as Frank begins working late spending less time with her and seems cold and distant. One day Cathy visits Frank's work and discovers something she never expected -- her husband is kissing a man. At Cathy's urging Frank undergoes psychotherapy but as she tries to keep up a brave face the emotional trauma takes a great toll on her and she finds there are very few people she can talk with. Cathy strikes up a friendship with Raymond Deagan (Dennis Haysbert) an African-American gardener who works for the Whitakers and as she discovers how intelligent and compassionate Raymond is she finds herself drawn to him. However Hartford is in many ways still a small town and when Mona (Celia Weston) sees Cathy and Raymond alone together it sets off a wave of vicious gossip that threatens to make the Whitakers' many secrets public knowledge. Far From Heaven premiered at the 2002 Venice Film Festival where Julianne Moore's performance won the prize for Best Actress., , 4 Little Girls | All That Heaven Allows | Indiscretion of an American Wife | In The Mood For Love | Gilles' Wife | Fur: An Imaginary Portrait of Diane Arbus
https://www.allmovie.com/movie/adaptation-v260395, Adaptation, Comedy Drama, Satire Black Comedy, Dec 6 2002, 11, USA, R, 8,  Adult Language Drug Content Not For Children Sexual Situations Violence, Spike Jonze, Clinica Estetica, Columbia Pictures, Comedy on the Edge | Only Human, Creative Block | Writer's Life | Existential Crisis | Twins and Lookalikes | Filmmaking, creative-block screenwriter twins book eccentric Hollywood orchid script thief girlfriend, High Artistic Quality, The creative team behind Being John Malkovich -- director Spike Jonze and screenwriter Charlie Kaufman -- return with this equally offbeat comedy in which Kaufman himself becomes the leading character. Charlie Kaufman (Nicolas Cage) is a gifted but profoundly neurotic screenwriter who after the success of Being John Malkovich has been hired to write a script adapted from the nonfiction book The Orchid Thief by Susan Orlean. But while Charlie is obsessive about his work he's also intensely paranoid given to deep depression socially inept and terrified of talking to women qualities which are making it difficult to get on with his work or hold on to his tenuous relationship with girlfriend Amelia (Cara Seymour). Meanwhile Charlie's identical twin brother Donald Kaufman (also played by Cage) has shown up to move in with his brother. Emotionally Donald is Charlie's polar opposite -- a loudmouthed over-confident superficial party animal who has an easy way with the ladies. Donald has decided to follow his brother's footsteps and take up screenwriting as well but embracing the dictates of screenwriting tutor Robert McKee (Brian Cox) he's cranking out a cliché-ridden serial-killer thriller when not busy making time with new girlfriend Caroline (Maggie Gyllenhaal). As Donald blazes through his screenplay Charlie slowly picks away at his story in which author Susan Orlean (Meryl Streep) chronicles John Laroche (Chris Cooper) a scruffy but devoted plant enthusiast who tries to save rare species of orchids by stealing them from their natural home in the swamps of Florida. As John and Susan become better acquainted they find themselves attracted to one another; similarly Charlie finds himself increasingly fascinated with Susan and finds himself falling in love with her even though he's only seen her photo on the dust jacket of her book. Charlie arranges to meet Susan but is too nervous to confront her face to face so he sends Donald (who has just scored a seven-figure deal for his script) in his place while he attends a screenwriting seminar held by McKee. Adaptation also features Tilda Swinton Judy Greer and Stephen Tobolowsky., , The Nines | Synecdoche New York | Cold Souls | 8 1/2 | The Man Who Wasn't There | Punch-Drunk Love
https://www.allmovie.com/movie/about-schmidt-v265451, About Schmidt, Comedy Drama, Comedy of Manners Tragi-comedy Black Comedy, Dec 13 2002, 12, USA, R, 8,  Adult Humor Adult Situations Brief Nudity Not For Children Profanity, Alexander Payne, , New Line Cinema, Comedy on the Edge, Fish Out of Water | Fathers and Daughters | Golden Years | Existential Crisis | Wedding Bells | Death of a Partner | Family Gatherings, daughter death funeral in-law insurance-agent motor-home retirement salesperson son-in-law wife, High Production Values, Jack Nicholson plays retiring insurance actuary Warren Schmidt in Alexander Payne's About Schmidt. Schmidt has settled into a dormant life. He has an unfulfilling marriage to Helen (June Squibb) and conspires to spend as much time away from her as possible. Schmidt's daughter Jeannie (Hope Davis) is engaged to Randall Hertzel (Dermot Mulroney) a man Schmidt believes is entirely unworthy of his daughter. When Helen unexpectedly dies Warren is adrift until he discovers old love letters sent to his wife from his best friend. This inspires Warren to make a valiant effort to stop his daughter's wedding. His plans start to go awry when he meets Randall's extroverted mother Roberta (Kathy Bates). About Schmidt was screened at the 2002 Cannes Film Festival where many were surprised that Nicholson did not take home the Best Actor award., , The Magic of Belle Isle | Harry and Tonto | Nobody's Fool | Trouble With the Curve | The Weather Man | The Descendants
https://www.allmovie.com/movie/in-america-v267632, In America, Comedy Drama, Childhood Drama Family Drama, Nov 26 2003, 10, Ireland UK USA, PG13, 8,  Adult Language Adult Situations, Jim Sheridan, 20th Century Fox International (UK) East of Harlem Hell's Kitchen, A Hell's Kitchen Limited East Of Harlem Fox Searchlight Pictures Jim Sheridan Film, Only Human, Starting Over | Immigrant Life | Death of a Child | Down on Their Luck, actor city-life daughter immigrant Irish [nationality] neighbor tenement, High Production Values, After chronicling various chapters of Irish history in such films as In the Name of the Father and The Field writer/director Jim Sheridan turns his lens upon his own family's experiences immigrating to the United States in the aptly titled In America. The loosely autobiographical script centers on Johnny (Paddy Considine) a young actor sneaking his wife Sarah (Samantha Morton) and daughters Christy and Ariel (real-life sisters Sarah and Emma Bolger respectively) over the Canadian border in the hopes of jump-starting his career in New York City. They soon find that America is not the land of boundless opportunity however as they move into a dank dilapidated apartment building populated by drug dealers transients and thugs. Johnny doesn't snag auditions as easily as he may have hoped and he and Sarah are forced to take meager jobs after spending their savings on food rent and utilities. Still in grief over the untimely death of their toddler son back in Ireland the couple find their relationship further strained by the pressures of life in the city. Little by little however things begin to look up for the fiercely protective family unit especially when they befriend an eccentric artist neighbor named Mateo (Djimon Hounsou). In America saw its world premiere at the 2002 Toronto International Film Festival and played to enthusiastic crowds at the 2003 Sundance Film Festival before its theatrical release in the fall of that year., , Daddy Longlegs | Two Family House | Avalon | Polish Wedding | This Is My Life | My Sister's Keeper
https://www.allmovie.com/movie/the-hours-v272631, The Hours, Drama, Feminist Film Psychological Drama Period Film, Dec 27 2002, 11, UK USA, PG13, 8,  Adult Situations, Stephen Daldry, Miramax Paramount Pictures Robert Fox Scott Rudin Productions, Miramax Paramount Pictures, In a Minor Key, Suicide | Tortured Genius | Faltering Friendships | Mental Illness | Writer's Life | Midlife Crises | Mothers and Sons, depression mental-breakdown self-determination angst family-abandonment mental-illness suicide writer novel reading AIDS party regret, High Artistic Quality High Production Values, Three women separated by a span of nearly 80 years find themselves weathering similar crises all linked by a single work of literature in this film adaptation of the Pulitzer Prize-winning novel by Michael Cunningham. In 1923 Virginia Woolf (Nicole Kidman) is attempting to start work on her novel Mrs. Dalloway in which she chronicles one day in the life of a troubled woman. But Virginia has demons of her own and she struggles to overcome the depression and suicidal impulses that have followed her throughout her life as her husband Leonard (Stephen Dillane) ineffectually tries to help. In 1951 Laura Brown (Julianne Moore) is a housewife living in suburban Los Angeles where she looks after her son Richie (Jack Rovello) and husband Dan (John C. Reilly). Laura is also an avid reader who is currently making her way through Mrs. Dalloway. The farther she gets into the novel the more Laura discovers that it reflects a dissatisfaction she feels in her own life and she finds herself pondering the notion of leaving her life behind. Finally in 2000 Clarissa Vaughn (Meryl Streep) is a literary editor who is caring for Richard Brown (Ed Harris) a former boyfriend and noted author who is slowly losing his fight with AIDS. Clarissa is trying to arrange a party to celebrate the fact that Richard has won a prestigious literary award but is getting little help from Richard's ex-lover Louis (Jeff Daniels). As she labors to help Richard through another day he wonders if his life is worth the unending struggle. The Hours also features Toni Collette Miranda Richardson Allison Janney and Claire Danes., , Mrs. Dalloway | Young Goethe in Love | Nine Lives | A Price Above Rubies | Evening | Revolutionary Road
