https://www.allmovie.com/movie/the-emoji-movie-v654947, The Emoji Movie, Children's/Family Comedy, Family-Oriented Adventure Family-Oriented Comedy, Jul 28 2017, 86, USA, PG, 6,  Adult Humor, Tony Leondis, Sony Pictures Animation, Columbia Pictures Sony Pictures, Just for Fun, Culture Clash | Kids in Trouble, animation hacker pre-teen social-conventions technology, , This animated comedy takes place in Textopolis a world inside a smartphone that's inhabited by various emojis. There an emoji named Gene (voiced by T.J. Miller) is ashamed that he has multiple facial expressions while his colleagues only have one each and he embarks on a quest across various apps to be like everyone else. James Corden Anna Faris Jennifer Coolidge Patrick Stewart Sofía Vergara and Maya Rudolph also lend their voices to this film from Sony Pictures Animation., T.J. Miller | James Corden | Anna Faris | Maya Rudolph | Jennifer Coolidge | Christina Aguilera | Sofía Vergara | Patrick Stewart | Rachael Ray | Sean Hayes | Jeffrey Ross | Tony Leondis | Melissa Sturm | Eric Siegel | Sean Giambrone | Liam Aiken | Thom Bishops | Kevin Chamberlin | Adam Brown | Joe Whyte | Conrad Vernon | William J. Caparella | Derek Mio | Paige Eileen Caparella, Toy Story | Inside Out | Cloudy With a Chance of Meatballs | Zootopia | Island of Lost Souls | Seventh Son
https://www.allmovie.com/movie/pirates-of-the-caribbean-dead-men-tell-no-tales-v576672, Pirates of the Caribbean: Dead Men Tell No Tales, Action Adventure, Adventure Comedy Costume Adventure Sea Adventure Swashbuckler, May 26 2017, 129, USA, PG13, 8,  Violence, Joachim Rønning / Espen Sandberg, Jerry Bruckheimer Films, Walt Disney Pictures, Adrenaline Rush, Obsessive Quests | Pirates | Treasure Hunts, high-seas revenge zombie captain [ship] pirate [seafarer], , Jack Sparrow (Johnny Depp) returns for another adventure on the high seas in the fifth installment of Disney's Pirates of the Caribbean franchise. Hunted by the malevolent Captain Salazar (Javier Bardem) Sparrow sets out on a quest to find a mystical artifact known as the Trident of Poseidon and gains two new allies along the way: a gorgeous astronomer (Kaya Scodelario) and a young sailor (Brenton Thwaites) with a connection to Sparrow's past. Geoffrey Rush Keira Knightley and Orlando Bloom co-star. Directed by Joachim Rønning and Espen Sandberg (Kon-Tiki)., Johnny Depp | Javier Bardem | Brenton Thwaites | Kaya Scodelario | Kevin McNally | Golshifteh Farahani | David Wenham | Geoffrey Rush | Stephen Graham | Paul McCartney | Angus Barnett | Martin Klebba | Orlando Bloom | Keira Knightley | Delroy Atkinson | Danny Kirrane | Juan Carlos Vellido | Rodney Afif | Mahesh Jadu | Bruce Spence | John Leary | James Mackay | Bryan Probets | Alexander Scheer | Michael Dorman | Rohan Nichol | Robert Morgan | Andreas Sobik | Goran Kleut | Scott Anderson | Andrew Fraser | Akos Armont | Ben O'Toole | Zoe Ventoura | James Fraser | Ken Radley | K. Todd Freeman | Matthew Walker | Darcy Laurie, Indiana Jones and the Temple of Doom | King Arthur: Legend of the Sword | Pirates of the Caribbean: On Stranger Tides | Pirates of the Caribbean: At World's End | Pirates of the Caribbean: Dead Man's Chest | Indiana Jones and the Last Crusade
https://www.allmovie.com/movie/kong-skull-island-v609067, Kong: Skull Island, Action Adventure Fantasy, Creature Film Fantasy Adventure, Mar 10 2017, 118, USA, PG13, 8,  Adult Language Sci-Fi Violence, Jordan Vogt-Roberts, Legendary Entertainment Tencent Pictures, Warner Bros., Adrenaline Rush | Fantastic Reality, Daring Rescues | Lost Worlds | Monkeys | War in the Sky | When Animals Attack, expedition giant gorilla island survival, , A secret government organization mounts an expedition to Skull Island an uncharted territory in the Pacific. Led by an explorer (John Goodman) and a lieutenant colonel (Samuel L. Jackson) the group recruit a disillusioned soldier (Tom Hiddleston) and a photojournalist (Brie Larson) to investigate the island's peculiar seismic activity. But once there they discover that Skull Island is home to a gigantic ape called King Kong and find themselves caught up in an ongoing war between the beast and the area's indigenous predators. Jordan Vogt-Roberts directed this reboot of the classic monster franchise., Tom Hiddleston | Samuel L. Jackson | John Goodman | Brie Larson | Jing Tian | John Ortiz | Terry Notary | John C. Reilly | Toby Kebbell | Corey Hawkins | Jason Mitchell | Shea Whigham | Thomas Mann | Eugene Cordero | Marc Evan Jackson | Will Brittain | Miyavi | Richard Jenkins | Allyn Rachel | James Michael Connor | Thomas Middleditch | Peter Karinen | Brian Sacca | Joshua Funk | Dat Phan | Cynthy Wu | Beth Kennedy, King Kong | King Kong | King Kong | Godzilla | The Towering Inferno | Raiders of the Lost Ark
https://www.allmovie.com/movie/the-lego-batman-movie-v618565, The LEGO Batman Movie, Action Children's/Family, Action Comedy Children's Fantasy Family-Oriented Comedy Superhero Film, Feb 10 2017, 104, USA, PG, 8, , Chris McKay, DC Entertainment LEGO Systems A/S Lin Pictures Lord Miller Vertigo Entertainment Warner Animation Group, Warner Bros., Fantastic Reality, Heroic Mission | Toys Come to Life, , , Batman (voice of Will Arnett) defends Gotham City from criminals and supervillains while bonding with a young orphan (Michael Cera) he accidentally adopted -- who of course eventually becomes his sidekick Robin. This spin-off of The Lego Movie also features the voices of Rosario Dawson as Batgirl Zach Galifianakis as the Joker and Ralph Fiennes as Batman's loyal butler Alfred Pennyworth. Directed by Chris McKay (Robot Chicken)., Will Arnett | Zach Galifianakis | Michael Cera | Rosario Dawson | Ralph Fiennes | Mariah Carey | Jenny Slate | Jason Mantzoukas | Conan O'Brien | Doug Benson | Billy Dee Williams | Zoë Kravitz | Kate Micucci | Riki Lindhome | Eddie Izzard | Seth Green | Jemaine Clement | Ellie Kemper | Channing Tatum | Jonah Hill | Adam DeVine | Hector Elizondo | David Burrows | Laura Kightlinger | Brent Musburger | Ralph Garman | Chris Hardwick | Todd Hansen | Chris McKay, Batman | Wreck-It Ralph | Megamind | LEGO Batman: The Movie - DC Super Heroes Unite | LEGO DC Comics Super Heroes: Justice League vs. Bizarro League | The Boxtrolls
https://www.allmovie.com/movie/john-wick-chapter-2-v631535, John Wick: Chapter 2, Action, Action Thriller, Feb 10 2017, 122, USA, R, 8,  Adult Language Brief Nudity Profanity Violence, Chad Stahelski, 87eleven Productions Thunder Road Pictures, Lionsgate Films Summit Entertainment, Adrenaline Rush | Tough Guys, Righting the Wronged, hitman, High Production Values, Legendary hitman John Wick (Keanu Reeves) is once again called out of retirement this time by a former colleague (Riccardo Scamarcio) who wants him to repay a debt by killing an Italian crime lord (Claudia Gerini). But when the attempted assassination goes awry Wick finds himself hunted by an international cabal of killers and his only hope for survival might be a shadowy figure known as the Bowery King (Laurence Fishburne). Director Chad Stahelski and screenwriter Derek Kolstad return for this sequel to their 2014 cult action hit. Ian McShane Ruby Rose John Leguizamo Common Lance Reddick and Bridget Moynahan co-star., Keanu Reeves | Common | Laurence Fishburne | Riccardo Scamarcio | Ruby Rose | Lance Reddick | Peter Stormare | Bridget Moynahan | John Leguizamo | Ian McShane | Claudia Gerini | Tobias Segal | Erik Frandsen | David Patrick Kelly | Franco Nero | Peter Serafinowicz | Luca Mosca | Mario Donatone | Giorgio Carminati | Margaret Daly | Chuk Iwuji | Simone Spinazze | Wass Stevens | Basil Iwanyk, Hanna | Run All Night | John Wick | The Hitman | Speed | Lethal Weapon 3
https://www.allmovie.com/movie/okja-v645838, Okja, Adventure Science Fiction Thriller, Chase Movie Crime Thriller, Jun 28 2017, 118, South Korea USA, , 8, , Bong Joon-ho, Lewis Pictures Plan B Entertainment, Netflix, Nail-biters, On the Run, animal animal-theft capture chase corporation girl guardian, , A young Korean girl named Mija (Ahn Seo-Hyun) befriends a gigantic pig known as Okja who's been genetically engineered by a major corporation as a new form of livestock. When the company comes to claim Okja Mija travels to New York City to save her porcine pal and soon falls in with a quirky group of animal-rights activists planning a much larger mission of corporate sabotage. This wild sci-fi adventure was co-written and directed by visionary filmmaker Bong Joon-ho (The Host Memories of Murder Snowpiercer) and co-stars Tilda Swinton Jake Gyllenhaal Paul Dano Lily Collins Steven Yeun and Giancarlo Esposito., Tilda Swinton | Paul Dano | Jake Gyllenhaal | Lily Collins | Kathryn Kirkpatrick | Giancarlo Esposito | Nancy Bell | Byun Hee-bong | Shirley Henderson | Kwak Min-seok | Steven Yeun | Daniel Henshall | Devon Bostick, Snowpiercer | Locke | North by Northwest | Collateral | Gravity | I Am Number Four
https://www.allmovie.com/movie/chappaquiddick-v648259, Chappaquiddick, Drama Historical Film, Political Drama Political Thriller, Apr 6 2018, 106, Sweden USA, PG13, 8,  Adult Language Smoking, John J. Curran, Apex Entertainment, Entertainment Studios Motion Pictures, Food for Thought, Crisis of Conscience | Death of a Friend | Rise and Fall Stories | Scandals and Cover-Ups, accident car-crash drowning investigation scandal Senator, , Based on real events Chappaquiddick tells the story of the 1969 incident in which Senator Ted Kennedy (Jason Clarke) drove his car into a lake killing campaign strategist Mary Jo Kopechne (Kate Mara). Kennedy fled the scene and didn’t inform the police for ten hours. His confidantes and his father Joseph P. Kennedy Sr. (Bruce Dern) attempt to use the power of their family’s political dynasty to spin the story avert scandal and protect Ted’s presidential aspirations. Ed Helms Jim Gaffigan and Taylor Nichols co-star. Directed by John Curran., Jason Clarke | Kate Mara | Ed Helms | Bruce Dern | Jim Gaffigan | Clancy Brown | Olivia Thirlby | John Fiore | Tamara Hickey | Matthew Lawler | Donald Watson | Thomas Rhett Kee | Ed O'Keefe | David DeBeck | Damien Di Paola | Rob Dininni | Bill Mootos | Walter Driscoll | Bill Humphreys | Matt O'Donnell | Michael Fennimore | Ed Peed, JFK | Bobby | Scandal | Jackie | The Kennedys | All the President's Men
https://www.allmovie.com/movie/marshall-v649095, Marshall, Drama Historical Film, Crime Drama Political Drama, , 118, USA, PG13, 8,  Adult Situations Profanity Sexual Situations Violence, Reginald Hudlin, Chestnut Ridge Hudlin Entertainment Star Light Media, Open Road Films, Triumph of the Spirit, Lawyers | Race Relations | Rape & Sexual Abuse | Social Injustice, court [law] criminal-justice race/ethnicity social-change, High Production Values, This historical drama depicts the early career of NAACP lawyer Thurgood Marshall (Chadwick Boseman) who would eventually become the first African-American Supreme Court justice. In 1940 Connecticut Marshall defends a black chauffeur (Sterling K. Brown) who's accused of raping and trying to kill his white employer (Kate Hudson) and is aided in his efforts by his co-counsel Sam Friedman (Josh Gad). Dan Stevens and James Cromwell co-star. Directed by Reginald Hudlin., Chadwick Boseman | Josh Gad | Kate Hudson | Dan Stevens | Sterling K. Brown | James Cromwell | Keesha Sharp | Roger Guenveur Smith | Derrick Baskin | John Magaro | Ahna O'Reilly | Jussie Smollett | Rozonda "Chilli" Thomas | Jeremy Bobb | Jeffrey DeMunn | Brendan Burke | Marina Squerciati | Sophia Bush | Ed Jewett | Josie DiVincenzo | Dan Bittner | Daniel Stewart Sherman | Christopher Mele | Michael Bernardi | Benjamin Sheeler, To Kill a Mockingbird | Ghosts of Mississippi | Loving | Gentleman's Agreement | Do the Right Thing | American Gangster
https://www.allmovie.com/movie/lady-bird-v650544, Lady Bird, Comedy Drama, Childhood Drama Coming-of-Age Family Drama, Nov 3 2017, 93, USA, R, 8,  Brief Nudity Profanity Sexual Situations, Greta Gerwig, Entertainment 360 IAC Films Scott Rudin Productions, A24, Only Human, Cliques | High School Life | Journey of Self-Discovery | Teen Angst, aspiration Catholicism girl growing-pains high-school teenagers, , This coming-of-age tale set in 2002 Sacramento centers on Christine McPherson (Saoirse Ronan) an eccentric teenager who prefers to go by the name "Lady Bird." Over the course of her senior year of high school Lady Bird deals with the pangs of first love and clashes with her mother (Laurie Metcalf) over her plans for the future. Written and directed by Greta Gerwig who loosely based the story on her own life. Tracy Letts Timothee Chalamet and Lucas Hedges co-star., Saoirse Ronan | Laurie Metcalf | Tracy Letts | Lucas Hedges | Timothee Chalamet | Lois Smith | Odeya Rush | Jordan Rodrigues | Jake McDorman | John Karna | Laura Marano | Daniel Zovatto | Kristen Cloke | Danielle MacDonald | Bob Stephenson, Maggie's Plan | Nights and Weekends | Tumbleweeds | Rain Man | Billy Elliot | The Perks of Being a Wallflower
https://www.allmovie.com/movie/your-name-v665644, Your Name, Drama, Romantic Fantasy, , 107, Japan, PG, 8,  Adult Situations Mild Language Smoking, Makoto Shinkai, CoMix Wave Films, FUNimation Entertainment, A Good Cry | A World of Its Own | In the Mood for Love, Star-Crossed Lovers | Time Sleepers | Trading Bodies, body-switching disaster dream Japan meteor-shower soulmate, High Artistic Quality, On the night of a beautiful meteor shower two strangers -- a male high-school student in Tokyo and a bored teenage girl living in rural Japan -- discover that they can switch bodies in their sleep when they share the same dream. Now they must find each other before time runs out all while learning lessons about what it's like to live as another person. Directed by Makoto Shinkai (Voices of a Distant Star 5 Centimeters Per Second)., Ryunosuke Kamiki | Michael Sinterniklaas | Stephanie Sheh | Masami Nagasawa | Etsuko Ichihara | Kyle Hebert | Sayaka Ohara | Michelle Ruff | Kana Hanazawa, The Lake House | Paprika | Frequency | Inception | Il Mare | Dream
https://www.allmovie.com/movie/the-equalizer-2-v637861, The Equalizer 2, Action Crime, Crime Thriller, Jul 20 2018, 121, USA, R, 7,  Drug Content Graphic Violence Profanity, Antoine Fuqua, Escape Artists Lonetree Entertainment, Columbia Pictures, Only Human, Miscarriage of Justice, justice love police, , Director Antoine Fuqua reunites with Denzel Washington in this sequel to 2014’s The Equalizer. Washington resumes his role as Robert McCall: a retired CIA Black Ops operative who works as a security guard and moonlights as a vigilante. When his long-time friend Melissa Leo Susan Plummer) is murdered he embarks on a relentless globe-trotting quest for vengeance., Denzel Washington | Pedro Pascal | Ashton Sanders | Bill Pullman | Melissa Leo | Sakina Jaffrey | Jonathan Scarfe | Orson Bean | Abigail Marlowe | Jay Hieron | Kazy Tauginas | Andrei Arlovski | Joseph Oliveira | Alexa Giuffre | Tamara Hickey | Liam McNeill | Richard Pacheco | Maximillian McNamara | Manny Famolare | Omar Alex Khan | Bo Cleary | Lance Norris | Brian Donovan, The Equalizer | Safe House | The Fate of the Furious | Die Hard | Sicario | The Poseidon Adventure
https://www.allmovie.com/movie/all-eyez-on-me-v663380, All Eyez on Me, Drama, Biopic [feature] Musical Drama Social Problem Film, Jun 16 2017, 140, USA, R, 7,  Drug Content Nudity Profanity Sexual Situations Violence, Benny Boom, Codeblack Entertainment Morgan Creek Productions Program Pictures, Lionsgate Summit Entertainment, Only Human, Inner City Blues | Ladder to the Top | Musician's Life | Police Corruption | Rise and Fall Stories | Tortured Genius, Black [race] Black-Panthers consciousness-raising prison racism rap-music, , This biopic of legendary rapper Tupac Shakur (played here by Demetrius Shipp Jr.) depicts his rise to fame his political activism his growth as an artist his connection to Death Row Records CEO Suge Knight (Dominic L. Santana) and his untimely death at the age of 25. Directed by Benny Boom., Danai Gurira | Annie Ilonzeh | Jamal Woolard | Lauren Cohan | Cory C. Hardrict | Rayan Lawrence | Keith Robinson | Hill Harper | Grace Gibson | Brandon Sauve | Josh Ventura | Chanel Young | Bruce Davis | Gary Weeks | Jamie Hector | Michael Beasley | Jermel Howard | Rayven Symone Ferrell | Brian Kurlander | Cisco Reyes | Derrick Worsley | Amahre Palmer | Kendrick Cross | Scott Hunter | Patrick Faucette | Clay Edmond Kraski | David Adam Flannery | Tom Thon | Tim McAdams | Jaye Tyroff | Susan Willis | Sean Baker | Jose Miguel Vasquez | Kemuel Crossty, Straight Outta Compton | Notorious | Tupac: Resurrection | Biggie and Tupac | Ray | Hustle & Flow
https://www.allmovie.com/movie/thank-you-for-your-service-v682015, Thank You for Your Service, Drama War, Psychological Drama Social Problem Film War Drama, Oct 27 2017, 109, USA, R, 7,  Brief Nudity Drug Content Profanity Sexual Situations War Violence, Jason Hall, Rahway Road Productions Reliance Entertainment, Dreamworks Universal Pictures, Food for Thought, All Washed Up | Coming Home | Home From the War | Military Life, army-buddy Iraq War mental-breakdown quilt veteran [military] war-widow army, High Production Values, A group of U.S. soldiers return home after serving in Iraq but their attempts at reintegrating into civilian life are complicated by their traumatic memories of war and pressure from military brass to remain stoic as an example to others. Miles Teller Haley Bennett Joe Cole Amy Schumer Beulah Koale Scott Haze and Keisha Castle-Hughes star. Thank You for Your Service is based on the non-fiction book of the same name by David Finkel and was written and directed by Jason Hall the screenwriter of 2014's American Sniper., Miles Teller | Haley Bennett | Joe Cole | Amy Schumer | Scott Haze | Keisha Castle-Hughes | Brad Beyer | Omar J. Dorsey | Kate Lyn Sheil | Erin Darke | Kerry Cahill | Jayson Warner Smith | Donna Duplantier | Peter O'Meara | Hunter Burke | Randall Taylor | Deneen Tyler | John Archer Lundgren | Han Soto | Jesse Malinowski | Tony Winters | Kevin Tan, Coming Home | American Sniper | The Hurt Locker | Home of the Brave | Taking Chance | Sergeant York
